,Annual average(鈩?,Annual mean of daily maximum(鈩?,Annual mean of daily minimum(鈩?,Sampling month average(鈩?,Sampling moment(鈩?,Annual(mm),Sampling month(mm),GDP per capita (dollars),City population,Actual Inf rate (m3/d),HRT (hr) Plant,HRT (hr) Aeration tank,SRT (d),BOD:(mg/l):Inf,BOD:inf/(1+recycle ratio),BOD:Aeration tank inf,BOD-Removal rate,COD:(mg/l):Inf,COD:Inf/(1+recycle ratio),COD:Aeration tank inf,COD-Removal rate,NH4-N:(mg/l):Inf,NH4-N:Aeration tank inf,NH4-Removal rate,TN:(mg/l):Inf,TN:Aeration tank inf,TN-Removal rate,TP:(mg/l):Inf,TP:Aeration tank inf,TP-Removal rate,Percentage,MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature(鈩?,Conductivity (miu S/cm),SVI (ml/g),Unclassified,Burkholderiales,Chitinophagales,Others,Rickettsiales,Bacteroidales,Chlamydiales,Sphingobacteriales,Bdellovibrionales,Polyangiales,Rhizobiales,Oscillospirales,Anaerolineales,0319-6G20,Pseudomonadales,Gemmatales,Cytophagales,Babeliales,Pirellulales,Flavobacteriales,SBR1031,Pedosphaerales,Xanthomonadales,Phycisphaerales,Haliangiales,Saccharimonadales,Omnitrophales,Candidatus Nomurabacteria,Lachnospirales,Myxococcales,Woesearchaeales,Microtrichales,Christensenellales,Caldilineales,Micavibrionales,Peptostreptococcales-Tissierellales,Spirochaetales,Oligoflexales,Candidatus Magasanikbacteria,Chloroplast,Nitrospirales,Legionellales,Bacteriovoracales,Sphingomonadales,Planctomycetales,metagenome,Absconditabacteriales (SR1),WCHB1-41,Paracaedibacterales,Candidatus Kaiserbacteria,Micrococcales,Verrucomicrobiales,Campylobacterales,Gammaproteobacteria Incertae Sedis,Opitutales,Solirubrobacterales,Rhodobacterales,Gemmatimonadales,Candidatus Moranbacteria,Fimbriimonadales,Rhodospirillales,Enterobacterales,Diplorickettsiales,Candidatus Woesebacteria,Caulobacterales,Candidatus Peregrinibacteria,mle1-27,RF39,Desulfovibrionales,Acetobacterales,Clostridiales,Chloroflexales,Erysipelotrichales,Methylococcales,Coxiellales,Leptospirales,RBG-13-54-9,Ardenticatenales,Blastocatellales,44524,Vicinamibacterales,Competibacterales,Kapabacteriales,Isosphaerales,Lactobacillales,Chthoniobacterales,Ignavibacteriales,Gaiellales,Candidatus Pacebacteria,Veillonellales-Selenomonadales,Bryobacterales,Desulfobacterales,Corynebacteriales,Hydrogenedentiales,mle1-8,Silvanigrellales,Blfdi19,Fibrobacterales,Tepidisphaerales,Candidatus Peribacteria,Thermoanaerobaculales,Cyanobacteriales,Candidatus Shapirobacteria,PB19,Holosporales,Propionibacteriales,Thermomicrobiales,Candidatus Campbellbacteria,Nannocystales,Chromatiales,SJA-15,Steroidobacterales,Holophagales,Kryptoniales,SJA-28,Synergistales,JGI 0000069-P22,Cloacimonadales,Frankiales,Sumerlaeales,Coriobacteriales,Candidatus Kerfeldbacteria,Fusobacteriales,Acidobacteriales,Candidatus Falkowbacteria,Desulfobulbales,Clostridia UCG-014,Defluviicoccales,Thiotrichales,Victivallales,IMCC26256,S-70,Gastranaerophilales,Tistrellales,Azospirillales,Subgroup 7,Candidatus Collierbacteria,Candidatus Zambryskibacteria,Bacillales,Deinococcales,Syntrophobacterales,Candidatus Amesbacteria,Obscuribacterales,MSBL9,MVP-88,Candidatus Azambacteria,Run-SP154,Candidatus Uhrbacteria,wastewater metagenome,Subgroup 17,Pla1 lineage,Geobacterales,Candidatus Vogelbacteria,Myxococcales bacterium enrichment culture clone 11380,Actinomycetales,44216,Paenibacillales,CCM11a,Vampirovibrionales,Syntrophales,PeM15,Syntrophorhabdales,Bradymonadales,Solibacterales,Methylacidiphilales,UASB-TL25,Calditrichales,Reyranellales,Dongiales,Chthonomonadales,Candidatus Yanofskybacteria
202,13.88888889,33.33333333,-3.333333333,29.11,10.65714,528,90,14473,8580800,149000,18,2.3,22,250,131.5789474,222.9448,0.96,500,263.1578947,444.2271,0.956,25,20.95466,0.9828,35,40.2121,0.814285714,6.5,5.0762,0.984615385,0.3,3958,2.03,7.34,27.8,1116,197.4546,6.5078125,15.6875,25.10546875,2.26171875,0.25390625,1.203125,0.62890625,2.41015625,0.98046875,1.109375,1.65625,0.16796875,2.56640625,0.23046875,1.68359375,0.1328125,0.7578125,0.0859375,0.55078125,2.0859375,2.16796875,0.1796875,2.87890625,0.14453125,0.46875,1.44140625,0.03515625,0.06640625,0.234375,0.13671875,0.08984375,0.9453125,0.1484375,0.95703125,0.1171875,0.5390625,0.05078125,0.04296875,0.0390625,0.046875,0.85546875,0.01171875,0.19140625,0.4453125,0.14453125,0.6015625,0.9296875,0.09765625,0.03125,0.078125,0.65234375,0.5546875,0.45703125,0.265625,0.171875,0.22265625,0.26171875,0.3515625,0.69921875,0.26953125,0.00390625,0.18359375,0,0.03125,0.52734375,0.1875,0.4296875,0.01171875,0.0390625,0.09765625,0.265625,0.046875,0.16796875,0.05859375,0,0.3828125,0.0703125,0.85546875,1.12109375,0.0546875,0.171875,0.609375,0.80859375,0.015625,1.26171875,0.00390625,1.046875,0.03515625,0.1171875,0.046875,0.03515625,0.015625,0.2421875,0.10546875,0.2421875,0.00390625,0.078125,0.0234375,0.046875,0.03515625,0.08984375,0.015625,0.08203125,0.16015625,0.01171875,0.140625,0.0703125,0.03515625,0.06640625,0,0.0390625,0.0859375,0.0234375,0.046875,1.03515625,0.015625,0,0.00390625,0.01171875,0.00390625,0.01953125,0.0078125,0.0234375,0,0.1484375,0.0234375,0.0703125,1,0.02734375,0,0.06640625,0.00390625,0,0.00390625,0.09375,0.04296875,0.0703125,0.015625,0.01953125,0.0625,0.0078125,0.00390625,0.01171875,0,0.24609375,0.015625,1.55078125,0.0234375,0.09375,0.12109375,0.08203125,0,0,0,0.25,0.140625,0,0.0234375,0.01953125,0.01171875,0.06640625,0.00390625,0.03515625,0,0.00390625,0.078125,0,0,0.00390625,0,0
203,13.88888889,33.33333333,-3.333333333,29.11,10.65714,528,90,14473,8580800,149000,18,2.3,22,250,131.5789474,222.9448,0.96,500,263.1578947,444.2271,0.956,25,20.95466,0.9828,35,40.2121,0.814285714,6.5,5.0762,0.984615385,0.3,3958,1.55,7.26,27.8,1116,197.4546,6.2734375,15.5546875,21.28515625,2.47265625,0.359375,1.14453125,0.8984375,2.51171875,0.98046875,1.2109375,2.3125,0.30859375,2.38671875,0.25,1.96484375,0.11328125,0.73828125,0.09765625,0.59375,1.7265625,1.765625,0.23046875,3.15625,0.23046875,0.46875,1.28515625,0.03125,0.06640625,0.30078125,0.1875,0.1328125,1.28515625,0.19921875,0.8984375,0.15234375,0.59765625,0.10546875,0.05859375,0.05078125,0.06640625,0.984375,0.015625,0.265625,0.5078125,0.16015625,0.5625,0.84765625,0.1328125,0.02734375,0.0625,0.91796875,0.54296875,0.546875,0.36328125,0.171875,0.33203125,0.37109375,0.44140625,0.5546875,0.29296875,0.00390625,0.2421875,0,0.0625,0.546875,0.14453125,0.4609375,0.03125,0.05078125,0.15234375,0.3359375,0.0703125,0.17578125,0.06640625,0.00390625,0.265625,0.08984375,1.04296875,0.70703125,0.05859375,0.12890625,0.63671875,0.8515625,0.01953125,1.48046875,0.00390625,1.01171875,0.015625,0.0859375,0.0625,0.046875,0.0234375,0.29296875,0.16015625,0.2734375,0.0078125,0.1015625,0.0390625,0.0390625,0.0625,0.125,0.01171875,0.078125,0.1796875,0.00390625,0.1328125,0.109375,0.02734375,0.078125,0.0078125,0.02734375,0.109375,0.04296875,0.0546875,1.12890625,0.046875,0.00390625,0.00390625,0.01953125,0.00390625,0.0234375,0.0234375,0.015625,0,0.1328125,0.03125,0.01171875,1.44140625,0.0546875,0,0.08984375,0.0078125,0,0.01953125,0.12890625,0.0625,0.0625,0.00390625,0.0078125,0.04296875,0.01171875,0,0.03125,0.00390625,0.2734375,0.01171875,1.890625,0.01953125,0.08984375,0.16796875,0.0625,0,0.0078125,0.0078125,0.23046875,0.19140625,0,0.0078125,0.01953125,0.00390625,0.06640625,0.00390625,0.06640625,0.0078125,0.00390625,0.05078125,0,0,0.00390625,0,0
204,13.88888889,33.33333333,-3.333333333,29.11,10.65714,528,90,14473,8580800,149000,18,2.3,22,250,131.5789474,222.9448,0.96,500,263.1578947,444.2271,0.956,25,20.95466,0.9828,35,40.2121,0.814285714,6.5,5.0762,0.984615385,0.3,3958,0.69,7.19,27.9,1108,197.4546,6.55859375,16.1875,24.0859375,1.8984375,0.3046875,1.13671875,0.64453125,2.71875,1.015625,1.44921875,1.83984375,0.22265625,2.2734375,0.19140625,1.7421875,0.12109375,0.83984375,0.12890625,0.4609375,2.38671875,2.3515625,0.23046875,3.13671875,0.24609375,0.6171875,1.27734375,0.02734375,0.05078125,0.21484375,0.21484375,0.12109375,1.08984375,0.09765625,0.7421875,0.13671875,0.37109375,0.04296875,0.04296875,0.03515625,0.046875,0.6171875,0.00390625,0.2578125,0.45703125,0.12109375,0.61328125,0.96484375,0.13671875,0.05078125,0.06640625,0.76171875,0.4921875,0.51953125,0.375,0.14453125,0.1640625,0.19140625,0.4609375,0.55078125,0.171875,0.01953125,0.26171875,0,0.06640625,0.7734375,0.19140625,0.57421875,0.0234375,0.0625,0.1640625,0.20703125,0.0390625,0.1640625,0.04296875,0,0.2421875,0.0703125,0.734375,0.9140625,0.05859375,0.171875,0.44140625,0.94140625,0.0078125,1.10546875,0,0.921875,0.01953125,0.05859375,0.07421875,0.0546875,0.01953125,0.2578125,0.12890625,0.25390625,0.00390625,0.16015625,0.03125,0.04296875,0.07421875,0.09765625,0.0078125,0.0859375,0.17578125,0.01171875,0.09765625,0.0390625,0.046875,0.0703125,0,0.04296875,0.078125,0.04296875,0.0390625,0.87109375,0.02734375,0,0.015625,0.0234375,0,0.0078125,0.0234375,0.015625,0,0.14453125,0.046875,0.0390625,1.14453125,0.046875,0,0.04296875,0.0078125,0,0.0078125,0.1015625,0.03125,0.04296875,0.01953125,0.00390625,0.07421875,0.0078125,0,0.01953125,0.00390625,0.22265625,0.00390625,1.42578125,0.02734375,0.1015625,0.14453125,0.078125,0,0.0078125,0,0.16796875,0.125,0,0.0234375,0.015625,0.015625,0.10546875,0,0.02734375,0,0,0.08203125,0,0.0078125,0.01171875,0,0
205,13.88888889,33.33333333,-3.333333333,29.11,10.65714,528,90,14473,8580800,249000,15.98,7.94,13.7,400,210.5263158,222.9448,0.95,1000,526.3157895,444.2271,0.95,34,20.95466,0.852941176,45,40.2121,0.711111111,4,5.0762,0.725,0.5,6438,0.33,7.12,27.2,855,197.4546,5.34375,12.24609375,30.609375,1.88671875,0.234375,0.9296875,0.73828125,1.69921875,0.76171875,1.375,1.3984375,0.19140625,1.2578125,0.22265625,1.23046875,0.22265625,0.67578125,0.12109375,0.421875,5.27734375,1.72265625,0.2421875,1.59765625,0.171875,4.34375,0.8046875,0.015625,0.00390625,0.26171875,0.26171875,0.015625,1.640625,0.17578125,0.94921875,0.0234375,0.77734375,0.05078125,0.0625,0.015625,0.05078125,1.3359375,0.03515625,0.17578125,0.3125,0.19140625,0.55859375,0.046875,0.1484375,0.0390625,0,0.58203125,0.3046875,0.265625,0.390625,0.07421875,0.4921875,0.2734375,0.42578125,0.33203125,0.29296875,0.0078125,0.20703125,0.0390625,0.08984375,0.51953125,0.06640625,1.70703125,0.0390625,0.04296875,0.0625,0.390625,0.0859375,0.15625,0.21484375,0.0078125,0.3828125,0.23046875,0.4765625,0.375,0.0859375,0.10546875,0.1640625,0.10546875,0.0078125,0.29296875,0.01171875,1.12890625,0.01953125,0.02734375,0.0703125,0.1875,0.00390625,0.1875,0.1640625,0.10546875,0,0.0546875,0.01171875,0.04296875,0,0.17578125,0,0.0625,0.22265625,0.015625,0.14453125,0.0703125,0.01171875,0.06640625,0.00390625,0.05078125,0.25390625,0.08203125,0.05859375,0.72265625,0.01953125,0,0,0.00390625,0.01953125,0.03125,0.015625,0.01171875,0.00390625,0.01953125,0.046875,0.0078125,0.02734375,0.1015625,0,0.078125,0.0078125,0.00390625,0.01171875,0.73828125,0.04296875,0.0078125,0.00390625,0,0,0.00390625,0.0078125,0.0234375,0.0078125,0.1484375,0.0234375,1.4765625,0.00390625,0.03125,0.07421875,0.046875,0.00390625,0,0.01953125,0.15625,0.1875,0,0.02734375,0.0078125,0.01953125,0.296875,0.00390625,0,0.015625,0,0.0625,0,0.0078125,0.0078125,0.00390625,0
206,13.88888889,33.33333333,-3.333333333,29.11,10.65714,528,90,14473,8580800,249000,15.98,7.94,13.7,400,210.5263158,222.9448,0.95,1000,526.3157895,444.2271,0.95,34,20.95466,0.852941176,45,40.2121,0.711111111,4,5.0762,0.725,0.5,6438,0.7,7.14,26.8,940,197.4546,6.71484375,14.234375,25.40234375,2.0078125,0.16015625,0.9921875,0.375,2.3203125,0.859375,1.47265625,1.484375,0.21484375,0.95703125,0.265625,1.203125,0.2265625,0.85546875,0.1171875,0.5234375,5.05859375,2.17578125,0.3828125,1.90234375,0.2578125,4.37109375,0.71484375,0,0.00390625,0.2109375,0.265625,0.0234375,1.43359375,0.1796875,1.07421875,0.03515625,0.55859375,0.05859375,0.0390625,0.015625,0.0234375,0.9609375,0.02734375,0.12109375,0.31640625,0.23046875,0.515625,0.0625,0.12109375,0.03125,0,0.421875,0.4140625,0.40625,0.54296875,0.05078125,0.5625,0.23046875,0.40625,0.13671875,0.26171875,0.01953125,0.16015625,0.05078125,0.0859375,0.796875,0.05859375,1.8984375,0.015625,0.0234375,0.078125,0.26953125,0.09765625,0.1171875,0.15625,0.0078125,0.328125,0.3671875,0.6328125,0.5546875,0.04296875,0.2421875,0.1640625,0.16796875,0.015625,0.23046875,0.015625,1.34375,0.02734375,0.0234375,0.046875,0.2109375,0.01171875,0.1640625,0.15625,0.07421875,0,0.078125,0.01953125,0.078125,0,0.19140625,0.00390625,0.0078125,0.3671875,0.0078125,0.08203125,0.0546875,0,0.13671875,0.01171875,0.05859375,0.3046875,0.12109375,0.07421875,0.59765625,0.01171875,0,0,0.01171875,0.0078125,0.0078125,0.0078125,0.01953125,0.00390625,0,0.0390625,0.01953125,0.0234375,0.09375,0,0.03515625,0.0234375,0.00390625,0.015625,0.58203125,0.0859375,0.0078125,0,0.00390625,0,0.00390625,0.0078125,0.0234375,0,0.36328125,0,1.5625,0,0.0234375,0.140625,0.08203125,0.00390625,0.00390625,0.0078125,0.08203125,0.21484375,0,0.0234375,0.01171875,0.0078125,0.421875,0.01171875,0.0078125,0.00390625,0,0.12890625,0.0078125,0.00390625,0,0.00390625,0
207,13.88888889,33.33333333,-3.333333333,29.11,10.65714,528,90,14473,8580800,249000,15.98,7.94,13.7,400,210.5263158,222.9448,0.95,1000,526.3157895,444.2271,0.95,34,20.95466,0.852941176,45,40.2121,0.711111111,4,5.0762,0.725,0.5,6438,0.58,7.16,26.7,949,197.4546,5.8125,12.71875,29.75390625,1.75,0.2265625,0.96875,0.6015625,1.8203125,0.9296875,1.2890625,1.40625,0.171875,1.09765625,0.26953125,1.33203125,0.16015625,0.859375,0.08203125,0.390625,5.23046875,1.984375,0.25390625,1.5625,0.3359375,5.16015625,0.73046875,0.01953125,0.00390625,0.2421875,0.203125,0.05078125,1.7421875,0.171875,0.92578125,0.06640625,0.578125,0.04296875,0.0390625,0.02734375,0.015625,1.12109375,0.03515625,0.1484375,0.2734375,0.25,0.65234375,0.03515625,0.140625,0.015625,0.0078125,0.5546875,0.27734375,0.31640625,0.33984375,0.10546875,0.56640625,0.2265625,0.41015625,0.234375,0.2109375,0.01171875,0.14453125,0.0703125,0.09375,0.58203125,0.0625,1.74609375,0.01953125,0.07421875,0.07421875,0.28125,0.09765625,0.125,0.1875,0,0.3515625,0.2421875,0.44921875,0.26171875,0.0625,0.10546875,0.14453125,0.125,0.015625,0.25390625,0.00390625,1.05859375,0.0078125,0.015625,0.078125,0.171875,0.0078125,0.15234375,0.1328125,0.09375,0.01171875,0.04296875,0.015625,0.0546875,0,0.18359375,0.00390625,0.0390625,0.22265625,0.0234375,0.10546875,0.02734375,0.0078125,0.109375,0.12890625,0.046875,0.25390625,0.09765625,0.09375,0.57421875,0.0234375,0.00390625,0.0078125,0.0234375,0.00390625,0.01953125,0.00390625,0.0078125,0,0.0078125,0.05078125,0.00390625,0.046875,0.07421875,0,0.01171875,0.01171875,0,0.015625,0.69921875,0.06640625,0.01171875,0.00390625,0.0078125,0.00390625,0.0078125,0.00390625,0.0234375,0,0.14453125,0.0078125,1.48828125,0.01171875,0.015625,0.06640625,0.046875,0.00390625,0.015625,0.0234375,0.1171875,0.15625,0,0.01953125,0,0.03125,0.296875,0.0078125,0,0.015625,0.01171875,0.0625,0,0.0078125,0.0078125,0,0
208,13.88888889,33.33333333,-3.333333333,29.11,10.65714,528,90,14473,8580800,218400,22,8.89,15.64,400,228.5714286,222.9448,0.95,1000,571.4285714,444.2271,0.95,39,20.95466,0.974358974,65,40.2121,0.846153846,1.7,5.0762,0.823529412,0.3,4996,0.43,7,28,929,197.4546,7.86328125,12.00390625,28.140625,2.01953125,0.42578125,1.359375,0.75390625,2.05859375,0.6328125,2.18359375,1.77734375,0.328125,1.03125,0.375,1.04296875,0.1796875,0.60546875,0.0546875,0.375,1.73046875,1.40234375,0.2734375,1.12890625,0.25390625,2.80859375,0.75,0.03125,0.015625,0.30078125,0.16796875,0.03515625,1.43359375,0.22265625,0.98046875,0.484375,0.66796875,0.125,0.04296875,0.0078125,0.0390625,1.1640625,0.00390625,0.1328125,0.4921875,0.15625,0.49609375,0.05859375,0.296875,0.0546875,0.00390625,0.63671875,0.29296875,0.2109375,0.65625,0.140625,0.38671875,0.1875,0.39453125,1.1640625,0.3125,0.01953125,0.12890625,0,0.1171875,0.4140625,0.10546875,1.3046875,0.03125,0.08203125,0.1328125,0.32421875,0.06640625,0.1640625,0.30859375,0.0078125,0.30078125,0.265625,0.62890625,0.83203125,0.02734375,0.2109375,0.6953125,0.359375,0.015625,0.62890625,0.04296875,1.21875,0.04296875,0.0234375,0.05078125,0.1484375,0.01171875,0.11328125,0.06640625,0.17578125,0.00390625,0.19921875,0.01171875,0.05859375,0,0.11328125,0.00390625,0.015625,0.38671875,0.00390625,0.17578125,0.03515625,0.01953125,0.21875,0,0.1640625,0.6875,0.13671875,0.03125,0.42578125,0.03125,0.00390625,0.0078125,0.00390625,0.00390625,0.02734375,0.0078125,0.0234375,0,0.0234375,0.06640625,0.01953125,0.375,0.046875,0.00390625,0.0703125,0,0,0.03125,0.35546875,0.0546875,0.01953125,0,0,0.015625,0.00390625,0,0.03515625,0,0.22265625,0,2.54296875,0.00390625,0.02734375,0.07421875,0.0390625,0,0,0.00390625,0.1015625,0.109375,0,0.03125,0.00390625,0.01171875,0.171875,0.015625,0.01171875,0.0078125,0.00390625,0.2265625,0.00390625,0.01171875,0.0234375,0.0078125,0
209,13.88888889,33.33333333,-3.333333333,29.11,10.65714,528,90,14473,8580800,218400,22,8.89,15.64,400,228.5714286,222.9448,0.95,1000,571.4285714,444.2271,0.95,39,20.95466,0.974358974,65,40.2121,0.846153846,1.7,5.0762,0.823529412,0.3,4996,0.51,7.03,26.8,920,197.4546,7.86328125,11.78125,27.25,2.12890625,0.26171875,1.21875,0.72265625,2.1484375,0.62109375,2.453125,1.890625,0.2109375,1.06640625,0.40234375,1.06640625,0.171875,0.5625,0.08203125,0.4765625,1.6640625,1.625,0.1953125,1.21484375,0.296875,2.9609375,0.8671875,0.0234375,0.00390625,0.23828125,0.15625,0.0234375,1.8046875,0.2109375,0.9453125,0.3671875,0.61328125,0.1171875,0.07421875,0.0234375,0,1.09375,0,0.1171875,0.3515625,0.140625,0.4609375,0.05078125,0.34765625,0.046875,0.01171875,0.82421875,0.265625,0.140625,0.73828125,0.1328125,0.4921875,0.234375,0.421875,1.3359375,0.28125,0.01171875,0.10546875,0.0078125,0.11328125,0.45703125,0.10546875,1.3046875,0.0390625,0.0546875,0.109375,0.25390625,0.0390625,0.140625,0.2421875,0.015625,0.29296875,0.25390625,0.8046875,0.87890625,0.05078125,0.1640625,0.70703125,0.5,0.01171875,0.625,0.0859375,1.1640625,0.015625,0.02734375,0.0390625,0.1640625,0.01171875,0.15625,0.06640625,0.1796875,0.0078125,0.1796875,0.01171875,0.0625,0.0078125,0.140625,0,0.0078125,0.37109375,0.00390625,0.20703125,0.0625,0.02734375,0.15625,0.00390625,0.11328125,0.73046875,0.109375,0.0234375,0.25,0.015625,0,0,0.01171875,0.00390625,0.01171875,0,0.0234375,0,0.046875,0.05859375,0.01171875,0.31640625,0.0703125,0.00390625,0.0625,0.0078125,0,0.0234375,0.37890625,0.046875,0.02734375,0,0.01171875,0.01171875,0.01171875,0,0.03125,0.00390625,0.2265625,0.00390625,2.62890625,0.01171875,0.0234375,0.06640625,0.02734375,0,0,0,0.12109375,0.1015625,0,0.0234375,0,0.01953125,0.2734375,0.015625,0.00390625,0.01171875,0.01171875,0.24609375,0,0.01171875,0.0078125,0.00390625,0
210,13.88888889,33.33333333,-3.333333333,29.11,10.65714,528,90,14473,8580800,218400,22,8.89,15.64,400,228.5714286,222.9448,0.95,1000,571.4285714,444.2271,0.95,39,20.95466,0.974358974,65,40.2121,0.846153846,1.7,5.0762,0.823529412,0.3,4996,0.35,7.09,26.5,943,197.4546,8.15234375,11.21875,32.25390625,1.921875,0.46875,1.2734375,0.60546875,2.23046875,0.57421875,2.18359375,1.3125,0.22265625,1.24609375,0.265625,0.8203125,0.1015625,0.703125,0.06640625,0.375,1.76953125,1.4375,0.265625,1.08203125,0.22265625,2.58203125,1.02734375,0.0234375,0.00390625,0.1875,0.18359375,0.0234375,0.80078125,0.26171875,0.625,0.40625,0.4609375,0.16015625,0.04296875,0.00390625,0.01953125,0.77734375,0,0.08984375,0.55078125,0.16015625,0.54296875,0.07421875,0.26171875,0.08203125,0,0.46875,0.26171875,0.12890625,0.59765625,0.12890625,0.17578125,0.16796875,0.36328125,1.67578125,0.46875,0.015625,0.14453125,0.00390625,0.1875,0.4921875,0.08203125,1.19921875,0.03515625,0.078125,0.15234375,0.19140625,0.01953125,0.09375,0.16796875,0.00390625,0.30078125,0.1875,0.55078125,1.7734375,0.078125,0.18359375,0.42578125,0.375,0.0078125,0.43359375,0.0390625,1.45703125,0.02734375,0.0546875,0.04296875,0.140625,0.0078125,0.0625,0.09765625,0.1953125,0,0.14453125,0.0078125,0.078125,0,0.140625,0.00390625,0.01953125,0.39453125,0,0.1015625,0.03125,0.015625,0.21875,0,0.06640625,0.70703125,0.07421875,0.0390625,0.39453125,0.0234375,0,0.00390625,0.0078125,0,0.0078125,0,0.0078125,0,0.04296875,0.03125,0.02734375,0.1796875,0.0234375,0,0.0703125,0.0078125,0,0,0.34765625,0.0703125,0.02734375,0,0.0078125,0.0078125,0.00390625,0,0.01171875,0,0.1953125,0,1.84375,0.01171875,0.01953125,0.09765625,0.015625,0.00390625,0,0,0.12109375,0.08984375,0,0.0234375,0.0078125,0.015625,0.10546875,0.00390625,0,0.00390625,0.0078125,0.1953125,0,0.0078125,0.0078125,0.00390625,0
211,13.88888889,33.33333333,-3.333333333,29.11,10.65714,528,90,14473,8580800,55000,22,12.36,16,100,56.17977528,222.9448,0.91,250,140.4494382,444.2271,0.93,21,20.95466,0.964285714,42.5,40.2121,0.776470588,3.5,5.0762,0.742857143,0.3,3814,1.47,7.41,26.3,730,197.4546,5.74609375,14.140625,23.375,2.73828125,0.21484375,1.671875,0.46875,1.41015625,0.8671875,1.0625,2.8125,0.2890625,2.16015625,0.24609375,1.29296875,0.28515625,0.90234375,0.26171875,0.3984375,1.48828125,2.7734375,0.296875,3.828125,0.2890625,2.125,1.42578125,0.03515625,0.02734375,0.28125,0.4609375,0.0859375,1.10546875,0.12890625,1.1796875,0.2109375,0.9140625,0.01953125,0.07421875,0.06640625,0.0078125,2.6015625,0.0078125,0.1171875,0.33984375,0.30078125,0.62109375,0.04296875,0.1796875,0.0390625,0.01953125,0.30078125,0.34375,0.38671875,0.46875,0.0546875,0.25,0.13671875,0.265625,2.23828125,0.33984375,0.01953125,0.35546875,0.01171875,0.06640625,0.8515625,0.02734375,0.25390625,0.0078125,0.078125,0.06640625,0.3671875,0.04296875,0.1875,0.20703125,0,0.21875,0.1796875,0.60546875,0.74609375,0.1328125,0.16796875,1.28125,0.34765625,0.0234375,0.3046875,0.02734375,0.3828125,0.04296875,0.06640625,0.06640625,0.1171875,0.0234375,0.23828125,0.08984375,0.171875,0.015625,0.05859375,0.01171875,0.03515625,0.0546875,0.09375,0.00390625,0.00390625,0.32421875,0,0.1171875,0.07421875,0.01953125,0.1015625,0,0.08984375,0.1953125,0.01953125,0.16015625,0.625,0.046875,0,0.015625,0.01171875,0.00390625,0.03125,0.0078125,0.0234375,0,0.265625,0.0234375,0.01953125,0.109375,0.2265625,0.00390625,0.05859375,0.08984375,0,0.01953125,0.72265625,0.015625,0.03125,0.0078125,0.0078125,0,0.02734375,0.01953125,0.05078125,0,0.23828125,0.015625,0.55859375,0.03125,0.0703125,0.0703125,0.08203125,0.00390625,0,0.0078125,0.140625,0.28515625,0,0.015625,0.046875,0.0078125,0.25,0.015625,0.00390625,0.0078125,0.0546875,0.04296875,0.07421875,0.10546875,0.01171875,0,0.015625
212,13.88888889,33.33333333,-3.333333333,29.11,10.65714,528,90,14473,8580800,55000,22,12.36,16,100,56.17977528,222.9448,0.91,250,140.4494382,444.2271,0.93,21,20.95466,0.964285714,42.5,40.2121,0.776470588,3.5,5.0762,0.742857143,0.3,3814,1.1,7.47,26.2,843,197.4546,6.2734375,13.1484375,30.90625,2.25,0.19921875,1.6796875,0.3515625,1.609375,0.98046875,1.1484375,2.203125,0.20703125,1.8359375,0.32421875,1.00390625,0.17578125,0.73828125,0.22265625,0.234375,1.7421875,1.83984375,0.375,3.609375,0.1875,2.3671875,1.5625,0.02734375,0.04296875,0.1796875,0.421875,0.078125,0.49609375,0.10546875,0.5078125,0.18359375,0.296875,0.0234375,0.0703125,0.09375,0.00390625,1.234375,0,0.11328125,0.41015625,0.2578125,0.609375,0.07421875,0.10546875,0.0234375,0.0234375,0.12109375,0.3125,0.328125,0.546875,0.046875,0.09375,0.09375,0.29296875,2.73046875,0.54296875,0.01953125,0.35546875,0,0.046875,0.89453125,0.02734375,0.3671875,0.01171875,0.11328125,0.02734375,0.125,0.02734375,0.08203125,0.09375,0,0.2890625,0.1640625,0.3515625,1.59765625,0.23828125,0.11328125,0.62890625,0.4453125,0.00390625,0.18359375,0.02734375,0.6328125,0.015625,0.09765625,0.0546875,0.1640625,0.00390625,0.05078125,0.10546875,0.15234375,0.0078125,0.05859375,0.01953125,0.06640625,0.04296875,0.12109375,0.00390625,0.01953125,0.4296875,0,0.03515625,0.01171875,0.01953125,0.15625,0,0.0390625,0.140625,0.015625,0.18359375,0.65625,0.0390625,0.00390625,0.01171875,0.00390625,0.01171875,0.01171875,0.00390625,0.00390625,0,0.29296875,0.01953125,0.015625,0.046875,0.1015625,0,0.04296875,0.05078125,0.00390625,0.00390625,0.55859375,0.05078125,0.015625,0,0,0,0.00390625,0.0234375,0.10546875,0.0078125,0.17578125,0.0078125,0.2734375,0.03125,0.046875,0.09765625,0.0390625,0,0,0.01171875,0.046875,0.1328125,0,0.01171875,0.05078125,0.0234375,0.0625,0.0078125,0.015625,0.0078125,0.03125,0.09375,0.12109375,0.05078125,0.01171875,0.0078125,0
